day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
-1;2700;PEARLS;9998;4;9996;1;9995;24;10004;1;10005;24;;;10001.0;18.0
-1;2800;PEARLS;9998;5;9995;29;;;10005;29;;;;;10001.5;18.0
-1;2800;BANANAS;4952;1;4947;5;4946;29;4953;29;;;;;4952.5;45.22265625
-1;2900;BANANAS;4946;25;;;;;4953;25;;;;;4949.5;49.61328125
-1;2900;PEARLS;10002;10;9996;2;9995;23;10004;2;10005;23;;;10003.0;18.0
-1;3000;BANANAS;4946;31;;;;;4953;31;;;;;4949.5;49.1328125
-1;3000;PEARLS;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;38.0
-1;3100;BANANAS;4947;27;;;;;4953;2;4954;26;;;4950.0;42.109375
-1;3100;PEARLS;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;38.0
-1;3200;PEARLS;9996;2;9995;30;;;10002;6;10004;2;10005;30;9999.0;38.0
-1;3200;BANANAS;4947;2;4946;30;;;4951;6;4953;32;;;4949.0;44.765625
-1;3300;BANANAS;4946;28;;;;;4953;28;;;;;4949.5;50.83203125
-1;3300;PEARLS;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;38.0
-1;3400;BANANAS;4946;29;;;;;4953;29;;;;;4949.5;49.19140625
-1;3400;PEARLS;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;47.0
-1;3500;BANANAS;4946;30;;;;;4951;9;4953;30;;;4948.5;47.140625
-1;3500;PEARLS;9996;2;9995;28;;;10002;9;10004;2;10005;28;9999.0;47.0
-1;3600;PEARLS;9995;21;;;;;9998;1;10005;21;;;9996.5;47.0
-1;3600;BANANAS;4947;21;;;;;4954;21;;;;;4950.5;40.390625
-1;3700;BANANAS;4947;31;;;;;4952;6;4953;2;4954;29;4949.5;40.4375
-1;3700;PEARLS;9996;2;9995;29;;;10000;5;10002;7;10004;2;9998.0;49.0
-1;3800;BANANAS;4947;30;;;;;4953;1;4954;29;;;4950.0;40.8671875
-1;3800;PEARLS;10002;1;9996;1;9995;29;10004;1;10005;29;;;10003.0;49.0
-1;3900;BANANAS;4948;1;4947;25;;;4954;25;;;;;4951.0;42.171875
-1;3900;PEARLS;9998;1;9995;25;;;10005;25;;;;;10001.5;51.0
-1;4000;PEARLS;10002;9;9996;2;9995;27;10004;2;10005;27;;;10003.0;51.0
-1;4000;BANANAS;4947;29;;;;;4953;2;4954;27;;;4950.0;42.4609375
-1;4100;BANANAS;4946;24;;;;;4953;24;;;;;4949.5;46.34765625
-1;4100;PEARLS;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;69.0
-1;4200;BANANAS;4946;28;;;;;4947;12;4953;28;;;4946.5;46.51171875
-1;4200;PEARLS;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;69.0
-1;4300;BANANAS;4946;31;;;;;4952;2;4953;29;;;4949.0;78.1875
-1;4300;PEARLS;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;69.0
-1;4400;PEARLS;9996;1;9995;26;;;9998;1;10004;1;10005;26;9997.0;73.0
-1;4400;BANANAS;4946;26;;;;;4953;27;;;;;4949.5;79.8583984375
-1;4500;BANANAS;4946;27;;;;;4953;27;;;;;4949.5;79.79296875
-1;4500;PEARLS;9995;27;;;;;10005;27;;;;;10000.0;75.0
-1;4600;BANANAS;4946;22;;;;;4953;22;;;;;4949.5;80.029296875
-1;4600;PEARLS;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;75.0
-1;4700;BANANAS;4946;27;;;;;4947;8;4952;1;4953;26;4946.5;79.5029296875
-1;4700;PEARLS;9998;4;9996;1;9995;26;10004;1;10005;26;;;10001.0;75.0
-1;4800;PEARLS;10002;3;9996;1;9995;24;10004;1;10005;24;;;10003.0;75.0
-1;4800;BANANAS;4951;1;4946;25;;;4952;1;4953;24;;;4951.5;97.42578125
-1;4900;BANANAS;4946;22;;;;;4952;22;;;;;4949.0;97.1328125
-1;4900;PEARLS;9995;22;;;;;9998;4;10005;22;;;9996.5;81.0
-1;5000;BANANAS;4947;4;4946;22;;;4953;23;;;;;4950.0;103.5625
-1;5000;PEARLS;9998;3;9996;1;9995;22;10004;1;10005;22;;;10001.0;89.0
-1;5100;BANANAS;4947;9;4946;25;;;4948;2;4953;25;;;4947.5;105.54296875
-1;5100;PEARLS;10002;1;9998;9;9995;25;10005;25;;;;;10003.5;89.0
-1;5200;PEARLS;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;91.0
-1;5200;BANANAS;4947;2;4946;22;;;4953;24;;;;;4950.0;108.37109375
-1;5300;PEARLS;9995;25;;;;;10005;25;;;;;10000.0;91.0
-1;5300;BANANAS;4947;25;;;;;4954;25;;;;;4950.5;110.68359375
-1;5400;BANANAS;4947;27;;;;;4952;8;4954;27;;;4949.5;113.578125
-1;5400;PEARLS;9995;27;;;;;10000;6;10002;8;10005;27;9997.5;91.0
-1;5500;BANANAS;4947;30;;;;;4954;30;;;;;4950.5;114.18359375
-1;5500;PEARLS;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;91.0
-1;5600;BANANAS;4947;9;4946;26;;;4953;27;;;;;4950.0;108.78125
-1;5600;PEARLS;10002;1;9998;8;9996;1;10004;1;10005;26;;;10003.0;91.0
-1;5700;PEARLS;9998;4;9996;2;9995;23;10004;2;10005;23;;;10001.0;93.0
-1;5700;BANANAS;4950;2;4948;4;4947;25;4954;25;;;;;4952.0;116.765625
-1;5800;PEARLS;10002;1;9998;10;9995;24;10005;24;;;;;10003.5;93.0
-1;5800;BANANAS;4953;1;4948;10;4947;24;4954;24;;;;;4953.5;116.53125
-1;5900;BANANAS;4947;21;;;;;4954;21;;;;;4950.5;117.3671875
-1;5900;PEARLS;10000;5;9996;1;9995;20;10004;1;10005;20;;;10002.0;95.0
-1;6000;PEARLS;9996;2;9995;22;;;9998;4;10004;2;10005;22;9997.0;95.0
-1;6000;BANANAS;4947;24;;;;;4953;2;4954;22;;;4950.0;115.6171875
-1;6100;PEARLS;9996;1;9995;24;;;10000;5;10002;2;10004;1;9998.0;103.0
-1;6100;BANANAS;4947;25;;;;;4952;2;4954;25;;;4949.5;118.73828125
-1;6200;PEARLS;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;103.0
-1;6200;BANANAS;4947;30;;;;;4948;13;4954;30;;;4947.5;117.41015625
-1;6300;BANANAS;4947;25;;;;;4948;1;4954;25;;;4947.5;146.1171875
-1;6300;PEARLS;9995;25;;;;;10005;25;;;;;10000.0;103.0
-1;6400;PEARLS;10000;4;9995;23;;;10005;23;;;;;10002.5;103.0
-1;6400;BANANAS;4947;23;;;;;4954;23;;;;;4950.5;148.1875
-1;6500;PEARLS;9995;20;;;;;10005;20;;;;;10000.0;103.0
-1;6500;BANANAS;4947;20;;;;;4954;20;;;;;4950.5;152.1796875
-1;6600;PEARLS;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;103.0
-1;6600;BANANAS;4948;27;;;;;4955;27;;;;;4951.5;160.265625
-1;6700;BANANAS;4948;28;;;;;4954;2;4955;26;;;4951.0;189.2783203125
-1;6700;PEARLS;10002;4;9996;2;9995;26;10004;2;10005;26;;;10003.0;103.0
-1;6800;BANANAS;4948;1;4947;24;;;4954;24;;;;;4951.0;187.9521484375
-1;6800;PEARLS;9998;1;9996;1;9995;23;10004;1;10005;23;;;10001.0;111.0
-1;6900;PEARLS;9995;28;;;;;10005;28;;;;;10000.0;121.0
-1;6900;BANANAS;4952;1;4951;4;4947;28;4954;28;;;;;4953.0;190.1640625
-1;7000;PEARLS;10000;6;9998;7;9996;2;10004;2;10005;27;;;10002.0;121.0
-1;7000;BANANAS;4948;7;4947;29;;;4954;29;;;;;4951.0;194.638671875
-1;7100;PEARLS;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;121.0
-1;7100;BANANAS;4947;30;;;;;4954;30;;;;;4950.5;194.45751953125
-1;7200;BANANAS;4947;23;;;;;4954;23;;;;;4950.5;194.2822265625
-1;7200;PEARLS;9996;2;9995;21;;;10004;2;10005;21;;;10000.0;121.0
-1;7300;PEARLS;9996;2;9995;23;;;10002;4;10004;2;10005;23;9999.0;124.0
-1;7300;BANANAS;4947;25;;;;;4952;4;4954;25;;;4949.5;196.36328125
-1;7400;PEARLS;10002;1;9996;2;9995;28;10004;2;10005;28;;;10003.0;124.0
-1;7400;BANANAS;4947;30;;;;;4953;2;4954;28;;;4950.0;196.708984375
-1;7500;PEARLS;9995;29;;;;;10005;29;;;;;10000.0;126.0
-1;7500;BANANAS;4947;29;;;;;4953;29;;;;;4950.0;196.95703125
-1;7600;BANANAS;4946;26;;;;;4953;26;;;;;4949.5;198.228515625
-1;7600;PEARLS;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;126.0
-1;7700;PEARLS;9995;28;;;;;10005;28;;;;;10000.0;126.0
-1;7700;BANANAS;4951;1;4945;28;;;4952;28;;;;;4951.5;201.0
-1;7800;PEARLS;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;129.0
-1;7800;BANANAS;4951;1;4946;23;;;4952;1;4953;22;;;4951.5;203.548828125
-1;7900;PEARLS;9996;1;9995;25;;;10002;4;10004;1;10005;25;9999.0;129.0
-1;7900;BANANAS;4946;1;4945;25;;;4950;4;4952;26;;;4948.0;206.7939453125
-1;8000;BANANAS;4945;23;;;;;4952;23;;;;;4948.5;206.951171875
-1;8000;PEARLS;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;129.0
-1;8100;PEARLS;9995;22;;;;;10005;22;;;;;10000.0;129.0
-1;8100;BANANAS;4945;22;;;;;4952;22;;;;;4948.5;207.796875
-1;8200;PEARLS;9995;20;;;;;9998;1;10002;2;10005;20;9996.5;129.0
-1;8200;BANANAS;4949;2;4945;20;;;4950;2;4952;20;;;4949.5;207.939453125
-1;8300;PEARLS;10002;1;9998;6;9996;1;10004;1;10005;26;;;10003.0;131.0
-1;8300;BANANAS;4946;6;4945;27;;;4952;27;;;;;4949.0;209.60546875
-1;8400;BANANAS;4945;26;;;;;4951;26;;;;;4948.0;211.1015625
-1;8400;PEARLS;9995;26;;;;;10005;26;;;;;10000.0;133.0
-1;8500;PEARLS;9995;30;;;;;10005;30;;;;;10000.0;133.0
-1;8500;BANANAS;4947;5;4944;30;;;4951;30;;;;;4949.0;213.8203125
-1;8600;PEARLS;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;133.0
-1;8600;BANANAS;4944;23;;;;;4951;23;;;;;4947.5;214.3671875
-1;8700;PEARLS;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;133.0
-1;8700;BANANAS;4945;30;;;;;4946;1;4952;30;;;4945.5;209.166015625
-1;8800;BANANAS;4945;23;;;;;4947;4;4952;23;;;4946.0;210.5703125
-1;8800;PEARLS;9995;23;;;;;9998;12;10005;23;;;9996.5;133.0
-1;8900;PEARLS;10002;5;9996;1;9995;26;10004;1;10005;26;;;10003.0;157.0
-1;8900;BANANAS;4945;27;;;;;4952;27;;;;;4948.5;217.0
-1;9000;PEARLS;9995;23;;;;;10002;7;10005;23;;;9998.5;167.0
-1;9000;BANANAS;4945;23;;;;;4950;7;4952;23;;;4947.5;217.0
-1;9100;PEARLS;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;167.0
-1;9100;BANANAS;4946;31;;;;;4949;3;4952;1;4953;30;4947.5;217.0
-1;9200;BANANAS;4945;24;;;;;4950;3;4952;24;;;4947.5;216.39453125
-1;9200;PEARLS;9995;24;;;;;10002;3;10005;24;;;9998.5;167.0
-1;9300;PEARLS;9995;23;;;;;10005;23;;;;;10000.0;167.0
-1;9300;BANANAS;4945;23;;;;;4952;23;;;;;4948.5;216.310546875
-1;9400;PEARLS;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;167.0
-1;9400;BANANAS;4946;24;;;;;4952;24;;;;;4949.0;216.947265625
-1;9500;PEARLS;9998;9;9996;1;9995;28;10004;1;10005;28;;;10001.0;167.0
-1;9500;BANANAS;4946;10;4945;28;;;4952;29;;;;;4949.0;216.640625
-1;9600;BANANAS;4945;20;;;;;4946;1;4952;20;;;4945.5;216.115234375
-1;9600;PEARLS;9995;20;;;;;10005;20;;;;;10000.0;167.0
-1;9700;PEARLS;9998;3;9995;25;;;10005;25;;;;;10001.5;167.0
-1;9700;BANANAS;4946;3;4945;25;;;4952;25;;;;;4949.0;219.8515625
-1;9800;PEARLS;9995;21;;;;;10002;5;10005;21;;;9998.5;167.0
-1;9800;BANANAS;4945;21;;;;;4950;5;4952;21;;;4947.5;219.59765625
-1;9900;BANANAS;4945;22;;;;;4952;22;;;;;4948.5;219.078125
-1;9900;PEARLS;9995;22;;;;;10005;22;;;;;10000.0;167.0
-1;10000;BANANAS;4946;8;4945;31;;;4952;31;;;;;4949.0;218.5
-1;10000;PEARLS;9998;8;9996;2;9995;29;10004;2;10005;29;;;10001.0;167.0
-1;10100;BANANAS;4945;22;;;;;4952;22;;;;;4948.5;219.05078125
-1;10100;PEARLS;9995;22;;;;;10005;22;;;;;10000.0;167.0
-1;10200;PEARLS;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;167.0
-1;10200;BANANAS;4946;25;;;;;4952;2;4953;23;;;4949.0;220.41015625
-1;10300;PEARLS;9996;2;9995;20;;;10004;2;10005;20;;;10000.0;167.0
-1;10300;BANANAS;4946;2;4945;20;;;4947;4;4952;22;;;4946.5;219.654296875
-1;10400;BANANAS;4946;30;;;;;4953;30;;;;;4949.5;230.431640625
-1;10400;PEARLS;9995;30;;;;;10005;30;;;;;10000.0;171.0
-1;10500;PEARLS;9998;4;9996;1;9995;27;10004;1;10005;27;;;10001.0;171.0
-1;10500;BANANAS;4946;4;4945;28;;;4952;28;;;;;4949.0;224.11328125
-1;10600;PEARLS;9995;23;;;;;9998;2;10002;6;10005;23;9996.5;171.0
-1;10600;BANANAS;4945;23;;;;;4950;6;4952;23;;;4947.5;224.244140625
-1;10700;PEARLS;9998;1;9995;23;;;10005;23;;;;;10001.5;175.0
-1;10700;BANANAS;4946;1;4945;23;;;4952;23;;;;;4949.0;225.81640625
-1;10800;BANANAS;4947;3;4946;23;;;4953;23;;;;;4950.0;230.185546875
-1;10800;PEARLS;10002;1;9998;4;9995;23;10005;23;;;;;10003.5;175.0
-1;10900;PEARLS;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;177.0
-1;10900;BANANAS;4947;1;4946;29;;;4953;30;;;;;4950.0;233.5703125
-1;11000;PEARLS;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;177.0
-1;11000;BANANAS;4946;30;;;;;4952;1;4953;29;;;4949.0;229.32421875
-1;11100;PEARLS;9996;2;9995;29;;;10002;4;10004;2;10005;29;9999.0;177.0
-1;11100;BANANAS;4946;31;;;;;4951;4;4952;2;4953;29;4948.5;228.96484375
-1;11200;BANANAS;4946;29;;;;;4952;1;4953;28;;;4949.0;229.1640625
-1;11200;PEARLS;10002;1;9996;1;9995;28;10004;1;10005;28;;;10003.0;191.0
-1;11300;BANANAS;4950;1;4945;27;;;4952;27;;;;;4951.0;225.966796875
-1;11300;PEARLS;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;193.0
-1;11400;PEARLS;9998;2;9996;1;9995;23;10004;1;10005;23;;;10001.0;193.0
-1;11400;BANANAS;4946;3;4945;24;;;4951;1;4952;23;;;4948.5;224.685546875
-1;11500;BANANAS;4945;2;4944;28;;;4951;29;;;;;4948.0;223.021484375
-1;11500;PEARLS;9998;1;9996;1;9995;28;10004;1;10005;28;;;10001.0;193.0
-1;11600;BANANAS;4944;26;;;;;4951;26;;;;;4947.5;221.736328125
-1;11600;PEARLS;9995;26;;;;;10005;26;;;;;10000.0;193.0
-1;11700;BANANAS;4944;22;;;;;4951;22;;;;;4947.5;222.52734375
-1;11700;PEARLS;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;193.0
-1;11800;PEARLS;9995;21;;;;;10005;21;;;;;10000.0;193.0
-1;11800;BANANAS;4944;21;;;;;4951;21;;;;;4947.5;222.77734375
-1;11900;BANANAS;4944;25;;;;;4951;25;;;;;4947.5;219.54296875
-1;11900;PEARLS;9995;25;;;;;10005;25;;;;;10000.0;193.0
-1;12000;BANANAS;4943;25;;;;;4950;25;;;;;4946.5;217.849609375
-1;12000;PEARLS;9995;25;;;;;10005;25;;;;;10000.0;193.0
-1;12100;BANANAS;4943;22;;;;;4948;4;4949;2;4950;20;4945.5;214.380859375
-1;12100;PEARLS;9996;2;9995;20;;;10002;3;10004;2;10005;20;9999.0;193.0
-1;12200;PEARLS;9998;10;9996;2;9995;26;10004;2;10005;26;;;10001.0;193.0
-1;12200;BANANAS;4944;10;4943;28;;;4950;28;;;;;4947.0;216.931640625
-1;12300;BANANAS;4943;24;;;;;4950;24;;;;;4946.5;215.90234375
-1;12300;PEARLS;9996;1;9995;23;;;10000;5;10004;1;10005;23;9998.0;193.0
-1;12400;BANANAS;4943;30;;;;;4949;1;4950;29;;;4946.0;215.189453125
-1;12400;PEARLS;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;193.0
-1;12500;BANANAS;4943;31;;;;;4949;2;4950;29;;;4946.0;215.20703125
-1;12500;PEARLS;10002;5;9996;2;9995;29;10004;2;10005;29;;;10003.0;193.0
-1;12600;PEARLS;9998;5;9996;1;9995;30;10004;1;10005;30;;;10001.0;203.0
-1;12600;BANANAS;4944;5;4943;31;;;4949;31;;;;;4946.5;214.1328125
-1;12700;BANANAS;4943;31;;;;;4950;31;;;;;4946.5;216.619140625
-1;12700;PEARLS;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;203.0
-1;12800;BANANAS;4943;31;;;;;4948;3;4950;31;;;4945.5;217.42578125
-1;12800;PEARLS;9996;1;9995;30;;;10002;3;10004;1;10005;30;9999.0;203.0
-1;12900;BANANAS;4944;24;;;;;4950;24;;;;;4947.0;218.958984375
-1;12900;PEARLS;9995;24;;;;;10005;24;;;;;10000.0;203.0
-1;13000;PEARLS;9995;27;;;;;10005;27;;;;;10000.0;203.0
-1;13000;BANANAS;4943;27;;;;;4950;27;;;;;4946.5;218.416015625
-1;13100;BANANAS;4944;30;;;;;4950;2;4951;28;;;4947.0;219.51171875
-1;13100;PEARLS;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;203.0
-1;13200;BANANAS;4943;28;;;;;4950;28;;;;;4946.5;218.0859375
-1;13200;PEARLS;9995;28;;;;;10005;28;;;;;10000.0;203.0
-1;13300;BANANAS;4949;1;4944;28;;;4950;2;4951;26;;;4949.5;219.37890625
-1;13300;PEARLS;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;203.0
-1;13400;PEARLS;10002;1;9996;1;9995;25;10004;1;10005;25;;;10003.0;203.0
-1;13400;BANANAS;4944;26;;;;;4950;1;4951;25;;;4947.0;221.52734375
-1;13500;BANANAS;4947;4;4944;30;;;4949;9;4951;30;;;4948.0;222.98828125
-1;13500;PEARLS;9996;1;9995;29;;;10002;9;10004;1;10005;29;9999.0;205.0
-1;13600;BANANAS;4944;25;;;;;4950;2;4951;23;;;4947.0;221.0
-1;13600;PEARLS;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;205.0
-1;13700;BANANAS;4947;5;4944;30;;;4949;7;4951;30;;;4948.0;221.0
-1;13700;PEARLS;10000;2;9996;2;9995;28;10002;7;10004;2;10005;28;10001.0;205.0
-1;13800;PEARLS;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;205.0
-1;13800;BANANAS;4943;25;;;;;4950;25;;;;;4946.5;224.337890625
-1;13900;BANANAS;4942;20;;;;;4947;2;4949;20;;;4944.5;227.23828125
-1;13900;PEARLS;9995;20;;;;;10002;2;10005;20;;;9998.5;205.0
-1;14000;BANANAS;4948;1;4943;1;4942;26;4949;27;;;;;4948.5;227.193359375
-1;14000;PEARLS;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;205.0
-1;14100;BANANAS;4942;24;;;;;4949;24;;;;;4945.5;233.16015625
-1;14100;PEARLS;10000;3;9996;2;9995;22;10004;2;10005;22;;;10002.0;206.0
-1;14200;BANANAS;4942;24;;;;;4949;24;;;;;4945.5;233.47265625
-1;14200;PEARLS;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;206.0
-1;14300;PEARLS;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;206.0
-1;14300;BANANAS;4943;30;;;;;4949;2;4950;28;;;4946.0;229.828125
-1;14400;BANANAS;4943;9;4942;23;;;4949;23;;;;;4946.0;231.48046875
-1;14400;PEARLS;9998;9;9996;1;9995;22;10004;1;10005;22;;;10001.0;206.0
-1;14500;BANANAS;4943;22;;;;;4949;1;4950;22;;;4946.0;229.666015625
-1;14500;PEARLS;9996;1;9995;22;;;10000;2;10004;1;10005;22;9998.0;206.0
-1;14600;PEARLS;9995;21;;;;;10002;3;10005;21;;;9998.5;206.0
-1;14600;BANANAS;4942;21;;;;;4947;3;4949;21;;;4944.5;231.25390625
-1;14700;PEARLS;9998;5;9996;2;9995;24;10004;2;10005;24;;;10001.0;206.0
-1;14700;BANANAS;4943;7;4942;24;;;4949;26;;;;;4946.0;231.3984375
-1;14800;PEARLS;9996;2;9995;21;;;10004;2;10005;21;;;10000.0;206.0
-1;14800;BANANAS;4943;1;4942;21;;;4949;23;;;;;4946.0;230.576171875
-1;14900;BANANAS;4943;2;4942;28;;;4947;8;4949;30;;;4945.0;231.2265625
-1;14900;PEARLS;9996;2;9995;28;;;10002;8;10004;2;10005;28;9999.0;206.0
-1;15000;PEARLS;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;206.0
-1;15000;BANANAS;4942;23;;;;;4943;1;4949;23;;;4942.5;232.36328125
-1;15100;PEARLS;10002;1;9996;1;9995;25;10004;1;10005;25;;;10003.0;206.0
-1;15100;BANANAS;4948;1;4943;1;4942;25;4949;26;;;;;4948.5;233.466796875
-1;15200;PEARLS;9998;3;9996;2;9995;23;10000;4;10004;2;10005;23;9999.0;208.0
-1;15200;BANANAS;4946;3;4944;3;4943;25;4950;25;;;;;4948.0;233.046875
-1;15300;BANANAS;4943;5;4942;22;;;4949;24;;;;;4946.0;235.654296875
-1;15300;PEARLS;9998;3;9996;2;9995;22;10004;2;10005;22;;;10001.0;208.0
-1;15400;PEARLS;9996;2;9995;24;;;10002;4;10004;2;10005;24;9999.0;208.0
-1;15400;BANANAS;4942;26;;;;;4947;4;4949;26;;;4944.5;236.7734375
-1;15500;PEARLS;9998;5;9995;20;;;10005;20;;;;;10001.5;208.0
-1;15500;BANANAS;4948;1;4943;5;4942;20;4949;20;;;;;4948.5;236.015625
